Dosya Adı,Etiket,SRO,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19
NON AI COVER_18_33.wav,NON AI COVER,0.11726077097505669,2332.6177905402083,2288.359322653687,4801.30615234375,-144.46327,93.47879,-3.8806133,35.912,-7.505988,8.837028,-0.69418,15.863256,-15.919361,7.089158,1.2118462,-10.90095,4.227095,-8.188348,-6.403092,1.9166251,-9.182654,2.4594705,-4.7864857,-9.103681
NON AI COVER_23_16.wav,NON AI COVER,0.1475374149659864,3258.7565967720543,3024.9991709813885,7023.612467447917,17.655231,53.079525,8.340679,32.782017,17.50277,14.638231,9.142581,8.299641,-1.2406497,6.028436,2.015249,6.9673247,3.7368336,0.8903499,-2.042982,-0.4174727,-5.2377496,0.98976165,-1.5006319,1.2856901
NON AI COVER_8_70.wav,NON AI COVER,0.0694421768707483,2373.3403640838023,2512.1925208391526,5096.1415608723955,-5.079694,77.33519,-2.3660028,35.843864,0.84104437,7.669789,6.995191,6.832877,6.2650948,18.647076,-4.241008,11.034489,0.122133605,7.5889306,-4.3576517,-5.948568,1.7366058,-0.21408851,2.7488897,13.737784
NON AI COVER_9_80.wav,NON AI COVER,0.06587755102040817,1588.3894876851507,1979.4643953735638,2981.501261393229,-73.19786,129.73988,-10.493225,15.754998,6.7380543,-2.6282794,-4.9387684,-5.853777,-16.820086,-4.8050437,-4.4523244,2.2982392,-9.625246,-1.5802056,-3.2121866,3.4554138,-6.5992827,0.7614222,2.1257205,6.3670263
NON AI COVER_9_170.wav,NON AI COVER,0.16765532879818595,3030.2470501506787,2470.9122779952722,6057.40966796875,-210.86028,57.079098,-12.428422,49.399765,-18.193758,20.57305,-24.539782,14.07042,-17.25363,3.9602604,-10.6396055,2.3443696,-3.2120967,-3.4455152,-4.8088255,-2.5415196,-4.588371,-8.299972,-8.909923,-4.3511543
NON AI COVER_10_100.wav,NON AI COVER,0.049741496598639454,961.5894312254625,1266.070119341736,1712.3881022135417,-275.23508,178.36882,-11.162433,22.573753,1.4909602,-0.12678853,-14.516115,-6.336514,-11.541374,-2.7013035,-11.078265,-7.7118096,-12.694377,-0.09515508,4.1994452,6.3673167,-0.31871387,4.6510797,-6.937192,-12.236701
NON AI COVER_24_33.wav,NON AI COVER,0.06619501133786848,1655.1773231906893,2050.435169833808,3366.058349609375,-118.23082,127.3238,-14.781846,24.935062,6.4842825,3.2548552,7.278326,6.144025,-7.680018,5.7341433,-1.4630494,11.717732,-0.78053206,6.014486,-0.14953946,6.799356,-1.9160906,-0.19296484,-0.29757956,0.38149592
NON AI COVER_17_143.wav,NON AI COVER,0.26493424036281177,4377.8311637158795,3483.919288669895,8890.272013346354,-6.22369,29.808798,24.019539,21.308,21.784197,4.581943,8.839744,5.7064033,8.825348,5.087248,3.9022703,2.8431697,-0.25942117,3.927931,-2.4074504,1.8816332,-4.2226954,2.1220944,-0.5837884,3.1472056
NON AI COVER_8_223.wav,NON AI COVER,0.05928344671201814,1734.7672746336957,2410.7987071506523,3800.4608154296875,-96.28425,115.71714,11.319819,15.221968,29.027542,3.5543177,5.772812,11.777192,5.7130737,7.282282,-5.1038876,9.44591,0.32449996,1.946258,-7.5101013,-5.1659236,-9.9078865,-2.1485171,-2.4305654,5.0408397
NON AI COVER_10_109.wav,NON AI COVER,0.06375510204081633,1345.0775025447088,1707.2055277117192,2673.2574462890625,-138.93298,146.57513,-9.293344,23.839922,-1.0083508,0.6792856,-3.271695,2.857883,-6.390527,1.6965173,-3.6712337,-0.18766826,-9.222093,-1.9184479,-5.0094995,-0.9770608,-4.1565723,-0.10006544,0.96613854,1.3997836
NON AI COVER_24_191.wav,NON AI COVER,0.07706122448979592,2357.461215605048,2650.1913904710227,5438.1805419921875,-13.905735,82.806725,7.28757,29.495543,3.1188703,10.666596,0.5652306,9.507739,3.7291086,8.691331,5.2704144,13.24002,2.6405287,2.8127844,-2.9940038,2.224694,-3.71928,-0.29903868,-8.155739,-0.20934592
NON AI COVER_10_209.wav,NON AI COVER,0.1260952380952381,2369.4120215829175,2260.998504967256,4508.115641276042,-98.64837,85.650536,-25.804737,39.911938,11.836755,3.6730058,-6.372509,3.8661528,-6.177039,0.9062207,-4.238642,-8.526386,-1.1404982,1.0171709,-6.4721556,0.9726761,-5.8725147,-2.164628,0.11616239,0.85587555
NON AI COVER_23_313.wav,NON AI COVER,0.08783673469387755,1318.528696164191,1289.074588566595,2432.703653971354,-430.8738,147.69159,-58.568993,60.52847,35.480648,1.9128534,-2.0396414,9.733721,-9.673895,-18.28221,-4.9660487,-7.7210593,-19.594206,-12.725971,-12.192918,-1.7588241,-13.75052,-7.81257,7.6075835,-14.233834
NON AI COVER_17_87.wav,NON AI COVER,0.21839455782312925,3830.5980987643557,3159.452306548739,7862.01171875,-5.493027,32.259674,8.650469,36.07364,23.914467,4.378883,10.54291,6.2451253,1.9429039,2.042568,3.5367799,-4.114563,2.1285791,2.732892,-2.3639164,2.9686234,-3.8533168,-0.7541656,1.8063225,4.4424596
NON AI COVER_24_53.wav,NON AI COVER,0.05290702947845805,1839.3121575516388,2551.495158503562,4255.79833984375,-187.36272,103.50165,35.328053,31.393867,12.740711,15.372672,5.3367047,7.936147,0.89551973,0.20241186,-7.6535645,-0.83073044,-1.5816377,5.722802,-0.51510787,4.6721473,-2.253327,4.966422,-0.85899824,0.07527698
NON AI COVER_17_146.wav,NON AI COVER,0.22830839002267575,4038.7688776866557,3281.2273906681567,8268.500773111979,-8.125297,28.92932,11.573378,17.547537,17.133884,8.484438,7.1949215,4.8472934,1.5936446,4.8214874,8.148173,10.663714,2.9680972,2.897972,-1.3031336,-0.7083336,-4.371403,1.9878595,-5.987115,-2.7886372
NON AI COVER_19_150.wav,NON AI COVER,0.06917913832199546,1561.649325777107,2087.1072223109923,3047.297159830729,-133.2571,112.210686,1.8185903,7.329008,0.6805722,9.365932,8.678074,12.724016,-8.485665,-4.6696963,-16.857857,-8.196559,-2.5933588,4.928062,0.907743,-4.4490356,-14.19963,-5.460851,-6.4120574,-5.76542
NON AI COVER_9_96.wav,NON AI COVER,0.0793469387755102,1825.8504786316469,1998.27803840441,3638.4134928385415,-40.90926,113.95797,-23.506386,36.331978,-2.7167969,3.403795,-10.3189335,10.754103,-9.762665,-1.7263082,0.1379492,-11.018272,0.34731406,2.1416636,-4.6161404,-5.636599,-11.903246,2.253827,-3.7133062,-4.290869
NON AI COVER_14_3.wav,NON AI COVER,0.1133514739229025,2396.3270846918317,2414.640657884313,5011.8031819661455,-74.2668,89.39952,-4.434527,40.187935,1.5334024,12.510259,-3.0540488,11.8167,-8.465438,3.4885335,-1.7983559,-2.3675766,-0.6769799,4.1038785,-2.1304836,5.131315,-1.3757418,1.7428033,1.5442092,0.85895795
NON AI COVER_24_120.wav,NON AI COVER,0.13168253968253968,2312.770777415087,2151.287746139241,4340.4856363932295,-100.22031,91.417786,-42.27623,20.21403,7.8028803,10.703041,1.9119359,0.6421419,5.0441036,9.967149,2.9290159,9.0359125,-2.7882643,-2.0552254,-2.5443141,3.5188067,-0.99901813,7.397842,-1.114166,0.10499177
NON AI COVER_12_7.wav,NON AI COVER,0.14582312925170068,2509.8507564141973,2373.4546585226944,4947.951253255208,-89.24311,82.96595,-22.246458,22.270548,3.5708616,4.5232816,-7.74831,3.5887942,-3.890587,1.4764377,-1.2145358,-0.22975795,-7.4386334,-3.8650832,-7.30785,2.070363,-7.3457828,3.4234438,-2.2376769,1.3061323
NON AI COVER_12_5.wav,NON AI COVER,0.05849433106575964,1426.2845298370623,1748.7571731741864,3129.2928059895835,-366.4966,161.71448,1.0325981,11.985972,5.610346,15.137943,1.8375354,5.340414,-0.18062316,1.5211848,-4.7292686,5.1003623,-0.86673087,0.97348124,-12.573668,-0.38818738,1.9918147,10.902062,-1.7176344,-1.1225959
NON AI COVER_19_132.wav,NON AI COVER,0.08645804988662131,1996.3226473357236,2128.7145065811756,3930.357869466146,-210.2235,102.393486,-16.428507,32.964287,2.9750617,-0.588728,-9.51125,1.7830069,-1.0442287,5.4815884,2.114258,-1.21728,-8.561742,-3.8784184,-6.4182153,-4.2943096,-6.1753025,3.5138154,-2.9486856,-5.1541705
NON AI COVER_24_172.wav,NON AI COVER,0.1019501133786848,2548.584941300636,2606.2039546124665,5555.0181070963545,-35.952396,72.88129,-7.739432,25.73069,4.965021,12.737999,3.997231,14.443492,2.3560758,6.2980723,4.0141597,6.8339276,-2.1489584,4.0845833,-6.4480114,2.5545106,-5.558053,1.4046346,7.3762555,6.7087545
NON AI COVER_10_151.wav,NON AI COVER,0.0592562358276644,1340.3802919393763,1825.3635834123966,2751.2654622395835,-196.73376,130.34138,19.817781,40.694473,0.019465694,12.57066,-11.876051,3.4289076,-8.411716,10.914596,10.808027,11.131574,-5.6505494,-1.4257071,-2.7657878,2.7021544,-7.288034,-5.074175,-2.3104632,-2.824797
NON AI COVER_9_118.wav,NON AI COVER,0.11440362811791384,2164.4488848278374,2120.524514939592,4266.9138590494795,-28.178535,97.407555,-26.932112,34.615562,-4.9716306,6.2543674,-9.445418,1.2453384,-16.281208,-2.2727222,-7.460312,0.40451926,-2.901787,4.1766586,-5.5070443,-0.23837955,-11.5097065,-5.0239463,-3.9351518,-0.1578605
NON AI COVER_9_140.wav,NON AI COVER,0.07773242630385488,1914.6166801115448,2421.001720307784,4521.37451171875,-84.363976,124.72301,22.485985,1.9053062,12.663154,-14.716951,-23.36152,29.790916,-26.09857,9.221884,2.7225168,-8.45715,3.572591,9.129187,-5.870156,-1.2107077,-11.167479,-2.064342,-0.9818283,-2.5591326
NON AI COVER_24_68.wav,NON AI COVER,0.06624036281179138,1685.5669988791892,2045.556186225311,3646.1893717447915,-176.8959,122.517,-10.251398,39.437183,-2.110898,9.253113,-6.184933,9.093957,-7.3454003,7.1885414,2.7006826,3.3436916,-7.0290074,-0.51476145,-7.626428,-3.0673065,-10.170557,-2.6784635,-6.1976094,-2.9690988
NON AI COVER_23_123.wav,NON AI COVER,0.14891609977324263,2850.925310052927,2360.4578069332974,5309.9782307942705,-39.692703,45.939087,-25.016548,67.69217,16.564802,20.324526,6.5368495,13.846458,-1.8924257,2.8931296,8.579512,3.8495336,-1.7878228,-3.6902676,-2.4858449,-0.47852257,-5.191639,1.1029793,-3.341399,-5.92174
NON AI COVER_15_10.wav,NON AI COVER,0.10049886621315193,2544.4708511840718,2645.5402203997332,5659.9924723307295,-151.28244,73.21526,8.640121,24.361372,-3.8601573,7.847823,9.842129,9.44057,-12.253728,5.760984,-9.3362,-1.11592,-2.3325236,3.9018476,7.5624523,13.896985,-2.1829462,-1.9486166,-11.212925,-9.988795
NON AI COVER_17_50.wav,NON AI COVER,0.21468480725623582,3386.822638545069,2770.358183130707,6643.5414632161455,-9.084477,45.84007,-10.917548,29.076412,6.6943383,5.145752,3.5252912,-4.3518496,1.7175325,-2.3707287,-2.46892,4.5037026,-2.1630754,6.4543967,2.7961793,4.4658256,-0.1296593,2.2668653,-3.127843,-0.6194636
NON AI COVER_23_107.wav,NON AI COVER,0.18592290249433108,2787.8730079785405,2230.072584002445,5128.7404378255205,-20.813223,65.47057,-30.25892,61.31535,4.151855,7.1098084,-1.4818902,7.942492,-10.273424,-0.44290218,0.452309,-4.453281,-7.6766276,-0.90239036,-11.3349695,2.0798483,-7.7120457,4.5408816,-5.3149877,-12.052312
NON AI COVER_24_13.wav,NON AI COVER,0.10672108843537415,2380.986324570819,2514.7274365555863,4984.138997395833,-136.83041,84.279755,6.041999,33.545677,2.3418179,1.5876209,5.616764,5.624619,-4.42359,2.2255607,-4.5794163,3.9198809,-1.1329614,-2.1412275,-3.4337554,3.7081532,-4.69224,1.5671577,-3.303567,-0.16144222
NON AI COVER_24_44.wav,NON AI COVER,0.1326984126984127,2245.200671758745,2174.190181795477,4327.9246012369795,-120.367714,96.631386,-28.344702,25.322527,-0.34251246,8.139869,10.230084,11.499609,-6.2162104,0.18041809,-8.86875,7.4456277,7.1917224,7.751224,-5.0618935,-0.51999813,-4.066445,-2.1011822,-5.17482,5.4534087
NON AI COVER_10_29.wav,NON AI COVER,0.11197278911564626,2085.162643698783,2086.083107513847,4229.280598958333,-56.848015,103.1037,-25.039442,42.085888,-1.1471915,10.854591,-16.356579,2.8709393,-13.161849,1.2712225,-8.479563,2.21195,-6.223773,6.7372355,-7.0588875,-1.4163404,-10.751375,-3.7602346,-3.0735762,3.5824847
NON AI COVER_24_155.wav,NON AI COVER,0.11884807256235827,2760.8923428845014,2709.134728513526,5717.763264973958,-57.48476,63.684433,-1.059712,48.255363,20.442818,1.6815795,-3.7421842,2.2165625,4.102551,9.52242,3.435033,4.8757925,-2.1501508,-6.407639,-9.0029545,-2.8975887,-4.1175327,-1.9535669,-1.9280401,0.5957076
NON AI COVER_23_215.wav,NON AI COVER,0.1829750566893424,2995.2759186846097,2339.101611258773,5339.137776692708,-38.336433,45.148075,-27.035591,63.091072,14.415229,11.343029,2.7120452,9.9137745,-6.1531506,1.1613246,4.1269445,9.012723,-1.2070711,-8.883501,-8.424776,-3.8643742,-5.4663477,-0.92197883,-5.5930743,-1.4513807
NON AI COVER_15_39.wav,NON AI COVER,0.10810884353741497,2066.074673347877,2126.7349340685582,4109.9009195963545,-128.99243,112.389595,-20.255077,22.364738,-9.776515,-3.134122,-8.936929,13.057183,-29.323706,7.688076,-8.934056,-14.923362,-3.045152,-0.7794994,-11.994393,-5.487594,-11.559753,-6.3534765,-3.6934657,-4.294773
NON AI COVER_10_65.wav,NON AI COVER,0.07773242630385488,1695.1055651102754,1986.8537771965493,3416.850789388021,-167.46413,120.73954,-11.437421,24.400955,-4.5099263,-1.7034491,-8.60539,5.37002,-8.406018,2.7011368,-5.4431124,-8.302944,-9.440199,-1.8727102,-5.770661,6.125703,-1.2984776,6.217669,6.018515,3.5717711
NON AI COVER_10_177.wav,NON AI COVER,0.06693877551020408,1592.4953995898773,1941.5209135388873,3206.7525227864585,-168.83235,129.25902,-7.8127565,26.972324,0.13008414,7.6340904,-5.5278754,7.025186,-9.516343,6.2202578,6.317793,-1.9324343,-6.0501413,5.6915283,-2.6636271,2.7184615,-4.068257,4.164506,-2.024755,-1.4999708
NON AI COVER_24_187.wav,NON AI COVER,0.06307482993197279,2146.9168149463335,2566.8316524405964,5095.792643229167,-34.4674,89.50788,12.145153,40.93411,6.218145,14.59434,-2.765405,6.0766163,-3.5027695,0.49808106,-2.0153863,8.553722,0.5474135,1.95781,-3.5579004,3.5477383,-1.282789,3.1509933,-3.0531492,-1.0018588
NON AI COVER_19_71.wav,NON AI COVER,0.11931065759637188,3184.168690935079,3452.418717937649,7801.100667317708,-240.37608,68.99365,83.83968,17.237793,18.920015,5.6520567,-2.2728837,7.314274,-1.4473099,4.9737988,-0.16977663,3.3698368,0.09732084,1.84337,0.64703137,6.714028,4.0420103,7.0813394,0.4525879,-6.067218
NON AI COVER_24_99.wav,NON AI COVER,0.017859410430839003,265.5404337539368,367.6487924596526,406.2896728515625,-443.49802,204.94307,110.40124,44.910923,16.982578,9.162756,1.7811425,-0.72075385,-1.5544456,-5.858957,-5.4695168,-2.9722962,-2.1856587,0.5957537,-2.8117268,-5.4063106,-8.026353,-9.419785,-5.7210126,-6.621191
NON AI COVER_10_61.wav,NON AI COVER,0.08884353741496599,1948.6039043633398,2167.5714471710417,4032.391357421875,-165.2622,107.13605,-6.175528,35.174267,0.3036335,-1.7706926,-6.965324,7.7835126,-9.688938,-0.49963853,-7.090589,-8.002884,-1.9713091,3.2053165,-4.3361483,3.4171555,-2.6232007,0.5205207,-2.898552,0.046552233
NON AI COVER_15_23.wav,NON AI COVER,0.09990929705215419,2229.003644794377,2433.7619453110938,4974.9176025390625,-51.235992,95.36196,-1.2755281,26.738415,-7.29623,4.2832603,-3.3987777,7.1280866,-10.418524,1.8783591,-1.6560344,-8.085308,-3.3937204,1.7495996,-3.0081637,4.528571,-4.0122137,1.9839133,-0.9950221,-2.3208752
NON AI COVER_17_122.wav,NON AI COVER,0.1348843537414966,3284.1554842694018,2954.324792176547,6784.3048095703125,-62.124123,45.372227,10.040412,38.146946,18.253006,11.758814,1.1886246,12.90767,-1.1307285,3.625694,4.164336,-0.76980835,1.6824671,3.739427,2.392293,1.912798,4.1091332,3.8554194,2.0484953,5.4749584
NON AI COVER_8_32.wav,NON AI COVER,0.14412698412698413,3355.075021586341,2763.169559273168,6708.4401448567705,-15.7842655,34.005726,-17.741928,16.367226,-10.729236,2.3763766,-2.905219,13.337337,5.2637305,23.207945,-0.26697314,5.0190973,-3.6980994,-1.1143373,-5.8478494,-2.9366488,4.2067156,4.373297,4.815292,11.467475
NON AI COVER_23_299.wav,NON AI COVER,0.1549297052154195,2962.301053508206,2514.893967756512,5647.08251953125,-120.86538,47.829372,-14.397286,60.678978,14.150533,15.129578,1.9660611,12.2218,2.8094056,2.527815,3.534547,1.2884195,-5.08461,-5.288313,-4.5162363,1.4507664,-3.4364367,2.464296,-1.7969041,-3.2593904
NON AI COVER_17_159.wav,NON AI COVER,0.18727437641723357,3607.876234630061,3204.2390686765834,7740.58837890625,-22.836535,45.939037,26.088469,28.573938,18.987576,6.331985,2.30148,12.083131,-0.56140053,3.5399327,6.1252813,-6.006431,-0.375193,6.2291403,-5.898986,2.1548953,-2.7915437,0.7834292,-2.2740972,4.1478677
NON AI COVER_15_61.wav,NON AI COVER,0.10063492063492063,2239.7241304478093,2493.6286347949126,4943.7143961588545,-127.69472,95.454605,17.530037,22.427649,-3.440965,15.768642,4.8873167,-5.162269,-16.283764,3.5215745,-3.2771041,7.526966,-3.1226013,-0.49823225,-12.100554,-8.667067,-2.914452,5.1827126,-5.9232416,-7.979188
NON AI COVER_23_13.wav,NON AI COVER,0.0,0.0,0.0,0.0,-1131.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NON AI COVER_9_82.wav,NON AI COVER,0.08048072562358277,1548.5591017661686,1766.3512525078092,2777.6835123697915,-59.987938,144.23831,-23.464872,3.5944016,6.6877813,-11.061244,-10.782609,-7.8111424,-11.468062,-0.6740059,-10.513171,-5.80041,-6.084384,-0.45345518,-1.9421388,2.931226,-2.4887407,2.7387984,-9.145608,-4.0636067
NON AI COVER_15_43.wav,NON AI COVER,0.030530612244897958,807.8134284296938,1284.9777600977925,1482.2519938151042,-347.78928,175.16522,3.2168212,42.34568,18.240677,5.5831966,-7.243059,9.924461,-17.67216,1.7112647,0.09093871,-8.787197,-9.774303,-7.9808054,-5.758526,-1.624648,-7.4750752,1.2886934,-4.701768,-2.222278
NON AI COVER_23_282.wav,NON AI COVER,0.1322267573696145,2452.1224092394896,2290.2461696493942,4822.3907470703125,-19.870937,83.83727,-17.417171,58.183186,1.6008462,1.7090349,-3.9715588,5.7639027,-10.897592,0.64220935,-4.1961584,-8.80153,-8.203795,0.804154,-6.4562154,0.6709846,-8.782534,3.9012485,-4.424046,-9.058988
NON AI COVER_9_8.wav,NON AI COVER,0.07234467120181406,1808.9579157609526,2071.548802936925,3661.6414388020835,-211.68752,102.93978,-6.9825134,33.83192,2.5041332,-6.568642,-16.73386,-1.015335,-17.174757,-9.392698,0.68990946,-15.098542,-10.234865,-3.3138864,-4.5538516,-0.5523167,-8.817933,1.7570264,-9.307751,-10.085258
NON AI COVER_10_27.wav,NON AI COVER,0.049850340136054425,1196.8356147339996,1579.5102215003706,2362.321980794271,-254.2747,137.44171,12.038721,41.0504,2.317231,-5.689844,-15.104744,1.572187,-17.739176,-7.514832,1.4143693,-10.56451,-8.276762,-0.4577501,-8.450658,-4.161059,-7.085795,6.1129265,-2.8464365,-0.1850942
NON AI COVER_10_226.wav,NON AI COVER,0.1137687074829932,2908.250738835457,2833.1591152586548,6391.9219970703125,-173.84372,59.744953,9.236713,20.592342,-3.2260633,-8.1690445,-1.5807786,-2.3178432,-7.775824,-2.1569312,-8.959603,-0.59892327,4.0175166,12.430088,2.365688,4.910443,-2.2039163,-1.5144631,-6.599192,-5.514382
NON AI COVER_23_283.wav,NON AI COVER,0.13750566893424035,2393.6244076058265,2166.6945493110275,4508.7636311848955,-15.474677,88.11364,-26.197317,58.715385,1.1291286,-0.35394457,-5.1547217,6.03829,-8.225306,1.943377,-2.589169,-5.822286,-5.4466443,-0.8282752,-9.21849,-0.088918895,-10.156285,3.8392107,-4.2355976,-9.007683
NON AI COVER_10_25.wav,NON AI COVER,0.049006802721088434,1316.812993955333,1746.2891271587487,2634.6272786458335,-206.07907,141.55936,-4.0172253,44.00809,17.514061,-11.595275,-0.68364334,8.00183,-14.605495,2.4253495,-2.96453,-1.5436373,-8.716836,-1.2959181,-4.4270053,1.3493738,-7.7259407,1.176573,1.1855048,0.2693665
NON AI COVER_24_240.wav,NON AI COVER,0.11349659863945578,2222.9102415440075,2254.352527124695,4420.587158203125,-177.33708,103.9879,-13.7417345,26.167807,5.406504,2.008115,1.8727928,-2.838527,-8.875368,5.5990825,-5.073796,0.2949575,-10.082692,1.4950788,1.773799,4.1164756,-7.343823,-5.6491303,-7.969861,-0.67358124
NON AI COVER_13_1.wav,NON AI COVER,0.06617687074829932,1236.5482216200865,1645.935908798447,2323.5921223958335,-272.9858,147.66722,5.829075,27.595827,-3.4736984,22.046715,-5.7506704,20.367306,-3.6841564,2.5649855,-11.935339,-12.927937,-7.1262784,7.5092106,7.7478175,7.896402,4.4351225,-2.6995957,-12.481865,1.3373047
NON AI COVER_23_116.wav,NON AI COVER,0.14983219954648527,2829.3714466070446,2375.2329140132806,5326.47705078125,-10.660118,53.062744,-26.892996,53.255344,11.378264,19.517027,4.384569,14.76512,1.3641752,8.088252,3.9199064,4.6080728,0.8407277,1.3406273,-3.5921342,-3.4691675,-10.349276,-3.3671808,-6.360033,-2.0396638
NON AI COVER_24_8.wav,NON AI COVER,0.0625124716553288,1766.4000027409304,2307.94008932701,3902.4943033854165,-145.03906,111.171104,9.342355,26.439005,8.683814,7.4129953,1.0488955,3.640198,-5.9789677,3.9829977,-4.5058384,-1.3078508,-8.588655,-0.6922346,-5.2502756,6.76206,3.6429963,3.7485836,-4.7417502,-1.9963893
NON AI COVER_10_116.wav,NON AI COVER,0.06647619047619048,1486.6989936543935,1862.8597287330745,2954.833984375,-98.56518,138.04164,3.3751478,32.998512,-3.9243343,2.034814,-4.3860145,12.343368,-3.0220768,6.858819,-7.8659425,-0.99425787,-6.5360208,-1.764279,-1.5150968,3.3989286,-3.6183755,4.0302606,-0.2828978,1.4963564
NON AI COVER_17_163.wav,NON AI COVER,0.11013151927437642,2713.7733310304143,2623.2293959588246,5448.2493082682295,-31.812124,57.90498,-12.367381,45.11919,21.075974,7.953863,5.342065,4.755384,0.6590946,10.656652,4.598145,5.2843776,-2.0026383,4.4258904,3.4051778,-0.36245218,0.09913932,5.134361,-0.69304913,9.8395405
NON AI COVER_8_111.wav,NON AI COVER,0.08351020408163265,2662.1768962576007,2923.6083905182854,6279.819742838542,-10.702657,69.91985,21.65007,30.64186,11.37158,16.701128,8.378359,14.428869,4.3034973,7.9540577,0.35914528,6.204484,-1.9053845,3.4318469,-2.5895407,4.695379,3.2073567,3.4026885,0.55035067,0.4690029
